status,name,solver,mem,nvar,time,memory,num_iter,nvmops,neval_obj,init_eval_obj_time,neval_grad,init_eval_grad_time,is_init_run
first_order,arglina,LBFGSSolver,81,1000,0.011772024,2.689976e6,1,1,2,3.8083e-5,2,0.0060288,false
first_order,arglina,LBFGSSolver,82,1000,0.01177495,2.722408e6,1,1,2,4.2351e-5,2,0.005931514,false
first_order,arglina,LBFGSSolver,83,1000,0.011760272,2.754584e6,1,1,2,3.8263e-5,2,0.005927356,false
first_order,arglina,LBFGSSolver,84,1000,0.011771493,2.786888e6,1,1,2,3.687e-5,2,0.0059403,false
first_order,arglina,LBFGSSolver,85,1000,0.011779248,2.819064e6,1,1,2,3.5478e-5,2,0.006095598,false
first_order,arglina,LBFGSSolver,86,1000,0.011781191,2.85124e6,1,1,2,4.9074e-5,2,0.005900335,false
first_order,arglina,LBFGSSolver,87,1000,0.011823422,2.883416e6,1,1,2,3.9335e-5,2,0.006720794,false
first_order,arglina,LBFGSSolver,88,1000,0.011839192,2.915592e6,1,1,2,4.0648e-5,2,0.006458833,false
first_order,arglina,LBFGSSolver,89,1000,0.011862237,2.947768e6,1,1,2,3.5468e-5,2,0.006898644,false
first_order,arglina,LBFGSSolver,90,1000,0.012618673,2.980264e6,1,1,2,4.6429e-5,2,0.006599111,false
first_order,arglina,LBFGSSolver,91,1000,0.01306674,3.01244e6,1,1,2,4.1499e-5,2,0.006618348,false
first_order,arglina,LBFGSSolver,92,1000,0.012277881,3.04476e6,1,1,2,3.8954e-5,2,0.006403316,false
first_order,arglina,LBFGSSolver,93,1000,0.011925898,3.076936e6,1,1,2,5.6928e-5,2,0.006490132,false
first_order,arglina,LBFGSSolver,94,1000,0.012049475,3.109112e6,1,1,2,3.6209e-5,2,0.006392356,false
first_order,arglina,LBFGSSolver,95,1000,0.011849302,3.141288e6,1,1,2,3.9175e-5,2,0.006177013,false
first_order,arglina,LBFGSSolver,96,1000,0.011841266,3.173464e6,1,1,2,3.9425e-5,2,0.00639444,false
first_order,arglina,LBFGSSolver,97,1000,0.011844974,3.20564e6,1,1,2,3.9135e-5,2,0.006322522,false
first_order,arglina,LBFGSSolver,98,1000,0.011886653,3.237816e6,1,1,2,3.9205e-5,2,0.006387756,false
first_order,arglina,LBFGSSolver,99,1000,0.013100194,3.269992e6,1,1,2,3.8955e-5,2,0.006076681,false
first_order,arglina,LBFGSSolver,100,1000,0.012711972,3.302488e6,1,1,2,3.8924e-5,2,0.006428895,false
first_order,arglinb,LBFGSSolver,1,1000,0.022415479,113992.0,3,3,29,0.044388742,5,0.212571358,true
first_order,arglinb,LBFGSSolver,1,1000,0.022647072,113992.0,3,3,29,5.28e-6,5,0.004681072,false
first_order,arglinb,LBFGSSolver,2,1000,0.022489059,146248.0,3,3,29,4.057e-6,5,0.004676244,false
first_order,arglinb,LBFGSSolver,3,1000,0.023857747,178440.0,3,3,29,3.927e-6,5,0.00494113,false
first_order,arglinb,LBFGSSolver,4,1000,0.022542943,210696.0,3,3,29,5.781e-6,5,0.004949486,false
first_order,arglinb,LBFGSSolver,5,1000,0.023078978,242888.0,3,3,29,3.758e-6,5,0.004778248,false
first_order,arglinb,LBFGSSolver,6,1000,0.022487997,275144.0,3,3,29,5.921e-6,5,0.005962153,false
first_order,arglinb,LBFGSSolver,7,1000,0.022458251,307336.0,3,3,29,3.847e-6,5,0.00762325,false
first_order,arglinb,LBFGSSolver,8,1000,0.02251004,339592.0,3,3,29,4.037e-6,5,0.004913878,false
first_order,arglinb,LBFGSSolver,9,1000,0.022482838,371784.0,3,3,29,3.647e-6,5,0.004660503,false
first_order,arglinb,LBFGSSolver,10,1000,0.022477036,404040.0,3,3,29,3.637e-6,5,0.004680551,false
first_order,arglinb,LBFGSSolver,11,1000,0.022425027,436232.0,3,3,29,3.587e-6,5,0.004903708,false
first_order,arglinb,LBFGSSolver,12,1000,0.022406442,468488.0,3,3,29,3.888e-6,5,0.004675692,false
first_order,arglinb,LBFGSSolver,13,1000,0.022486845,500680.0,3,3,29,6.442e-6,5,0.006272196,false
first_order,arglinb,LBFGSSolver,14,1000,0.022367587,532936.0,3,3,29,3.476e-6,5,0.004773339,false
first_order,arglinb,LBFGSSolver,15,1000,0.02239511,565128.0,3,3,29,3.878e-6,5,0.004749443,false
first_order,arglinb,LBFGSSolver,16,1000,0.02245772,597384.0,3,3,29,4.018e-6,5,0.004740767,false
first_order,arglinb,LBFGSSolver,17,1000,0.022454393,629576.0,3,3,29,3.577e-6,5,0.004795041,false
first_order,arglinb,LBFGSSolver,18,1000,0.022413806,661848.0,3,3,29,3.556e-6,5,0.00474257,false
first_order,arglinb,LBFGSSolver,19,1000,0.022503917,694024.0,3,3,29,3.637e-6,5,0.004671013,false
first_order,arglinb,LBFGSSolver,20,1000,0.022503497,726296.0,3,3,29,3.657e-6,5,0.004902996,false
first_order,arglinb,LBFGSSolver,21,1000,0.022513456,758472.0,3,3,29,3.888e-6,5,0.00484734,false
first_order,arglinb,LBFGSSolver,22,1000,0.022479251,790744.0,3,3,29,3.918e-6,5,0.004647257,false
first_order,arglinb,LBFGSSolver,23,1000,0.022395731,822920.0,3,3,29,3.477e-6,5,0.004694157,false
first_order,arglinb,LBFGSSolver,24,1000,0.022373068,855208.0,3,3,29,4.439e-6,5,0.004954715,false
first_order,arglinb,LBFGSSolver,25,1000,0.022468229,887384.0,3,3,29,3.567e-6,5,0.004674179,false
first_order,arglinb,LBFGSSolver,26,1000,0.022506211,919624.0,3,3,29,3.887e-6,5,0.00482121,false
first_order,arglinb,LBFGSSolver,27,1000,0.022399537,951848.0,3,3,29,3.607e-6,5,0.004667607,false
first_order,arglinb,LBFGSSolver,28,1000,0.022404527,984088.0,3,3,29,3.647e-6,5,0.004631558,false
first_order,arglinb,LBFGSSolver,29,1000,0.022464912,1.016264e6,3,3,29,3.497e-6,5,0.004764862,false
first_order,arglinb,LBFGSSolver,30,1000,0.02237972,1.048552e6,3,3,29,3.917e-6,5,0.004683848,false
first_order,arglinb,LBFGSSolver,31,1000,0.022377586,1.080728e6,3,3,29,3.467e-6,5,0.004677005,false
first_order,arglinb,LBFGSSolver,32,1000,0.022417633,1.112968e6,3,3,29,5.31e-6,5,0.006193023,false
first_order,arglinb,LBFGSSolver,33,1000,0.022392785,1.145176e6,3,3,29,4.368e-6,5,0.005547409,false
first_order,arglinb,LBFGSSolver,34,1000,0.023748187,1.177416e6,3,3,29,4.308e-6,5,0.004714176,false
